province,date,temp_mean,temp_max_mean,temp_min_mean,precip_sum,rainy_days,precip_anomaly
Aceh,2023-04-01,26.779999999999998,30.163333333333334,24.053333333333335,76.5,18.0,-43.640000000000015
Aceh,2023-05-01,27.683870967741935,30.81935483870968,25.070967741935487,144.4,18.0,-4.9199999999999875
Aceh,2023-06-01,28.243333333333332,31.759999999999998,25.27,57.0,7.0,-5.539999999999999
Aceh,2023-07-01,28.074193548387097,31.68064516129032,25.212903225806453,77.9,10.0,-21.049999999999997
Aceh,2023-08-01,27.64516129032258,31.135483870967743,24.870967741935484,120.5,11.0,-2.924999999999997
Aceh,2023-09-01,27.25,31.103333333333335,24.35,145.6,13.0,-1.2249999999999943
Aceh,2023-10-01,26.05483870967742,29.316129032258065,23.583870967741937,262.2,28.0,21.024999999999977
Aceh,2023-11-01,25.5,28.663333333333334,23.283333333333335,332.3,29.0,1.2250000000000227
Aceh,2023-12-01,25.706451612903226,28.90967741935484,23.44516129032258,331.0,26.0,21.55000000000001
Aceh,2024-01-01,26.187096774193545,29.929032258064513,23.27741935483871,156.3,23.0,-41.81999999999999
Aceh,2024-02-01,27.227586206896554,31.175862068965518,23.858620689655172,53.0,11.0,-72.26000000000002
Aceh,2024-03-01,27.467741935483872,31.796774193548387,24.032258064516128,80.3,22.0,-81.65999999999998
Aceh,2024-04-01,27.82,31.986666666666668,24.723333333333336,91.5,23.0,-28.640000000000015
Aceh,2024-05-01,27.84193548387097,31.641935483870967,25.241935483870968,200.0,23.0,50.68000000000001
Aceh,2024-06-01,28.916666666666668,32.98,25.84,24.0,7.0,-38.54
Aceh,2024-07-01,29.55483870967742,33.86129032258064,26.25483870967742,53.5,7.0,-45.45
Aceh,2024-08-01,27.358064516129033,31.216129032258067,24.467741935483872,165.7,17.0,42.27499999999999
Aceh,2024-09-01,27.163333333333334,30.553333333333335,24.763333333333332,186.0,20.0,39.17500000000001
Aceh,2024-10-01,26.81935483870968,30.27741935483871,24.299999999999997,234.0,17.0,-7.175000000000011
Aceh,2024-11-01,26.256666666666668,29.69,23.866666666666667,273.2,19.0,-57.875
Aceh,2024-12-01,25.725806451612904,29.070967741935487,23.451612903225808,330.2,26.0,20.75
Aceh,2025-01-01,25.738709677419354,29.461290322580645,23.0,216.3,22.0,18.180000000000007
Aceh,2025-02-01,26.335714285714285,30.357142857142858,23.15357142857143,112.3,18.0,-12.960000000000022
Aceh,2025-03-01,26.74516129032258,30.729032258064517,23.719354838709677,145.6,23.0,-16.359999999999985
